#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-03-21 12:27:15"
#data_read_from_db	"2018-03-21 13:08:09"
#database_id	1805
#datapoints_in_db	127652
#database_reference_id	0
#integrated_value	0.22	6.3
#sample_label	"layer_020_030"
#sample_name	"Layered:_#20_on_top_of_#30"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-tizian|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=18 poweron=8435 [h] last_change=131 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	31.3158	0
#intheta	31.3158
#inphi	0
#front_integral	0.221
#incident_and_front_integral	31.3158	0	0.221
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	126567
#format: theta	phi	[uA]
45.54730	-161.00542	1.020e-01
45.53472	-161.05664	1.026e-01
45.51949	-161.11830	1.028e-01
45.50347	-161.18587	1.030e-01
45.48783	-161.24948	1.033e-01
45.47296	-161.31030	1.035e-01
45.45812	-161.37115	1.037e-01
45.44380	-161.43013	1.037e-01
45.42508	-161.50928	1.040e-01
45.41229	-161.56264	1.041e-01
45.39737	-161.62456	1.044e-01
45.38152	-161.69034	1.046e-01
45.36857	-161.74472	1.048e-01
45.35304	-161.80960	1.051e-01
45.33792	-161.87567	1.052e-01
45.32295	-161.93872	1.054e-01
45.30896	-161.99799	1.056e-01
45.29195	-162.06969	1.057e-01
45.27756	-162.13094	1.062e-01
45.26414	-162.18840	1.063e-01
45.24833	-162.25850	1.065e-01
45.23451	-162.31793	1.068e-01
45.21912	-162.38409	1.070e-01
45.20445	-162.44742	1.073e-01
45.18844	-162.51651	1.076e-01
45.17454	-162.57704	1.079e-01
45.16037	-162.64162	1.083e-01
45.14518	-162.70795	1.085e-01
45.12956	-162.77625	1.085e-01
45.11446	-162.84265	1.083e-01
45.10098	-162.90239	1.084e-01
45.08640	-162.96695	1.091e-01
45.06570	-163.06058	1.095e-01
45.05618	-163.10405	1.096e-01
45.04262	-163.16487	1.098e-01
45.02708	-163.23438	1.100e-01
45.01183	-163.30298	1.104e-01
44.98315	-163.43562	1.109e-01
44.96957	-163.49757	1.110e-01
44.94317	-163.61865	1.118e-01
44.92927	-163.68262	1.122e-01
44.91097	-163.76906	1.123e-01
44.89671	-163.83502	1.127e-01
44.88249	-163.90105	1.130e-01
44.86223	-163.99423	1.133e-01
44.85396	-164.03415	1.134e-01
44.83965	-164.10123	1.135e-01
44.82433	-164.17320	1.134e-01
44.81010	-164.24037	1.137e-01
44.79614	-164.30659	1.141e-01
44.78263	-164.37401	1.142e-01
44.76832	-164.44225	1.144e-01
44.75322	-164.51442	1.145e-01
44.73922	-164.58174	1.149e-01
44.72549	-164.64815	1.151e-01
44.71010	-164.72238	1.152e-01
44.69602	-164.79080	1.156e-01
44.68179	-164.86023	1.159e-01
44.66551	-164.93947	1.163e-01
44.65406	-164.99937	1.169e-01
44.64018	-165.06795	1.171e-01
44.62613	-165.13753	1.175e-01
44.61212	-165.20714	1.179e-01
44.59816	-165.27678	1.182e-01
44.58546	-165.34059	1.184e-01
44.57139	-165.41130	1.185e-01
44.55370	-165.49968	1.187e-01
44.54297	-165.55476	1.188e-01
44.52946	-165.62361	1.187e-01
44.51438	-165.70346	1.189e-01
44.50075	-165.77336	1.192e-01
44.48836	-165.83740	1.195e-01
44.47302	-165.91623	1.198e-01
44.46053	-165.98132	1.200e-01
44.44827	-166.04546	1.203e-01
44.43350	-166.12244	1.207e-01
44.42034	-166.19156	1.211e-01
44.40704	-166.26170	1.213e-01
44.39241	-166.33881	1.216e-01
44.37901	-166.41002	1.220e-01
44.36527	-166.48323	1.227e-01
44.35158	-166.55649	1.232e-01
44.33987	-166.61990	1.234e-01
44.32686	-166.69026	1.236e-01
44.31255	-166.76758	1.240e-01
44.29944	-166.83900	1.244e-01
44.28700	-166.91061	1.247e-01
44.27304	-166.98706	1.246e-01
44.25989	-167.05957	1.244e-01
44.24699	-167.13115	1.249e-01
44.23407	-167.19962	1.252e-01
44.21927	-167.28531	1.254e-01
44.20774	-167.34689	1.256e-01
44.19436	-167.42569	1.258e-01
44.18151	-167.49843	1.261e-01
44.16883	-167.56708	1.264e-01
44.15634	-167.64201	1.263e-01
44.14347	-167.71585	1.265e-01
44.12974	-167.79471	1.270e-01
44.11787	-167.86363	1.276e-01
44.10461	-167.94057	1.281e-01
44.09194	-168.01454	1.282e-01
44.07718	-168.10054	1.285e-01
44.06614	-168.16248	1.287e-01
44.05274	-168.24155	1.291e-01
44.04030	-168.31569	1.294e-01
44.02824	-168.38783	1.295e-01
44.01467	-168.46902	1.294e-01
44.00237	-168.54326	1.296e-01
43.99082	-168.61353	1.300e-01
43.97794	-168.69182	1.302e-01
43.96580	-168.76614	1.303e-01
43.95337	-168.84253	1.306e-01
43.94033	-168.92296	1.310e-01
43.92836	-168.99739	1.312e-01
43.91644	-169.07185	1.314e-01
43.90440	-169.14737	1.316e-01
43.89140	-169.22896	1.318e-01
43.87948	-169.30453	1.319e-01
43.86631	-169.38406	1.322e-01
43.85318	-169.46777	1.328e-01
43.84340	-169.53137	1.332e-01
43.83154	-169.60809	1.337e-01
43.81956	-169.68587	1.340e-01
43.80732	-169.76569	1.343e-01
43.79480	-169.84756	1.347e-01
43.78300	-169.92545	1.350e-01
43.77159	-169.99718	1.348e-01
43.75830	-170.08525	1.349e-01
43.74509	-170.17334	1.352e-01
43.73638	-170.23315	1.357e-01
43.72298	-170.32336	1.357e-01
43.71278	-170.39334	1.359e-01
43.70137	-170.46730	1.361e-01
43.68476	-170.57993	1.363e-01
43.67735	-170.63278	1.367e-01
43.66721	-170.70390	1.371e-01
43.65527	-170.78723	1.371e-01
43.64354	-170.86542	1.373e-01
43.63173	-170.94882	1.379e-01
43.62076	-171.02719	1.384e-01
43.61043	-171.10152	1.384e-01
43.59881	-171.18503	1.387e-01
43.58548	-171.28078	1.389e-01
43.57573	-171.34799	1.393e-01
43.56592	-171.42039	1.398e-01
43.55426	-171.50610	1.401e-01
43.54398	-171.58266	1.400e-01
43.53217	-171.67046	1.401e-01
43.52173	-171.74911	1.406e-01
43.51128	-171.82362	1.411e-01
43.49995	-171.90950	1.413e-01
43.48953	-171.98927	1.414e-01
43.47750	-172.08134	1.418e-01
43.46708	-172.16222	1.419e-01
43.45768	-172.23596	1.421e-01
43.44744	-172.31169	1.423e-01
43.43664	-172.39674	1.424e-01
43.42660	-172.47672	1.430e-01
43.41663	-172.55672	1.435e-01
43.40630	-172.63982	1.438e-01
43.39513	-172.72493	1.442e-01
43.38267	-172.82555	1.444e-01
43.37534	-172.88719	1.447e-01
43.36540	-172.96942	1.450e-01
43.35487	-173.05679	1.452e-01
43.34559	-173.13496	1.453e-01
43.33560	-173.21931	1.453e-01
43.32452	-173.30775	1.457e-01
43.31491	-173.39012	1.461e-01
43.30600	-173.46738	1.462e-01
43.29525	-173.56010	1.463e-01
43.28596	-173.64154	1.463e-01
43.27724	-173.71889	1.466e-01
43.26657	-173.80753	1.468e-01
43.25772	-173.88698	1.472e-01
43.24807	-173.97369	1.477e-01
43.23900	-174.05630	1.480e-01
43.22998	-174.13895	1.481e-01
43.21922	-174.23711	1.484e-01
43.21089	-174.30942	1.487e-01
43.20171	-174.39525	1.491e-01
43.19213	-174.48526	1.492e-01
43.18320	-174.57011	1.494e-01
43.17505	-174.64879	1.497e-01
43.16579	-174.73784	1.500e-01
43.15720	-174.82176	1.502e-01
43.14787	-174.91295	1.500e-01
43.13944	-174.99065	1.498e-01
43.13081	-175.07672	1.503e-01
43.12192	-175.16592	1.507e-01
43.11366	-175.24998	1.511e-01
43.10459	-175.34236	1.512e-01
43.09689	-175.42232	1.513e-01
43.08820	-175.51268	1.514e-01
43.07820	-175.61658	1.517e-01
43.07218	-175.68208	1.521e-01
43.06349	-175.77461	1.519e-01
43.05612	-175.85469	1.520e-01
43.04768	-175.94624	1.527e-01
43.04004	-176.03053	1.532e-01
43.03165	-176.12318	1.532e-01
43.02385	-176.21066	1.535e-01
43.01682	-176.29086	1.537e-01
43.00885	-176.38152	1.540e-01
43.00072	-176.46797	1.542e-01
42.99329	-176.55450	1.540e-01
42.98584	-176.64212	1.539e-01
42.97837	-176.73077	1.539e-01
42.96965	-176.83408	1.545e-01
42.96355	-176.90924	1.547e-01
42.95650	-176.99590	1.548e-01
42.94878	-177.09093	1.548e-01
42.94222	-177.17346	1.551e-01
42.93502	-177.26437	1.552e-01
42.92815	-177.35217	1.554e-01
42.92066	-177.44836	1.555e-01
42.91403	-177.53516	1.556e-01
42.90767	-177.61990	1.559e-01
42.90084	-177.71094	1.564e-01
42.89418	-177.80093	1.567e-01
42.88784	-177.88783	1.567e-01
42.88092	-177.98312	1.569e-01
42.87465	-178.07111	1.568e-01
42.86797	-178.16541	1.569e-01
42.86195	-178.26079	1.569e-01
42.85575	-178.35094	1.571e-01
42.85018	-178.43378	1.571e-01
42.84274	-178.54283	1.571e-01
42.83831	-178.61208	1.571e-01
42.83257	-178.70021	1.573e-01
42.82629	-178.79675	1.572e-01
42.82085	-178.88283	1.573e-01
42.81359	-178.99622	1.572e-01
42.80896	-179.07289	1.571e-01
42.80395	-179.15587	1.573e-01
42.79809	-179.25253	1.576e-01
42.79301	-179.33870	1.577e-01
42.78746	-179.43329	1.579e-01
42.78197	-179.53844	1.582e-01
42.77733	-179.62149	1.586e-01
42.77262	-179.70668	1.587e-01
42.76707	-179.80663	1.587e-01
42.76244	-179.89290	1.588e-01
42.75713	-179.99182	1.589e-01
42.75278	179.92398	1.591e-01
42.74776	179.82713	1.592e-01
42.74200	179.71552	1.588e-01
42.73865	179.64496	1.584e-01
42.73476	179.55226	1.584e-01
42.73008	179.45535	1.585e-01
42.72577	179.36366	1.584e-01
42.72165	179.27409	1.583e-01
42.71717	179.17607	1.583e-01
42.71349	179.09174	1.582e-01
42.70929	178.99579	1.582e-01
42.70547	178.90614	1.581e-01
42.70169	178.81544	1.577e-01
42.69792	178.70998	1.578e-01
42.69470	178.62769	1.584e-01
42.69146	178.54327	1.587e-01
42.68727	178.43669	1.588e-01
42.68421	178.35330	1.588e-01
42.68121	178.26991	1.588e-01
42.67766	178.17172	1.590e-01
42.67459	178.08304	1.589e-01
42.67104	177.96478	1.589e-01
42.66829	177.89612	1.585e-01
42.66607	177.80637	1.581e-01
42.66334	177.71869	1.582e-01
42.66076	177.63312	1.581e-01
42.65799	177.54013	1.578e-01
42.65518	177.44397	1.577e-01
42.65294	177.36154	1.575e-01
42.65050	177.27170	1.572e-01
42.64788	177.17340	1.569e-01
42.64582	177.08990	1.568e-01
42.64383	176.98631	1.567e-01
42.64200	176.90598	1.567e-01
42.64014	176.82243	1.566e-01
42.63771	176.71669	1.564e-01
42.63607	176.63527	1.562e-01
42.63431	176.54749	1.561e-01
42.63256	176.45758	1.560e-01
42.63106	176.37402	1.561e-01
42.62944	176.28305	1.560e-01
42.62860	176.19530	1.559e-01
42.62704	176.10007	1.556e-01
42.62573	176.01227	1.553e-01
42.62457	175.92868	1.551e-01
42.62333	175.83768	1.551e-01
42.62196	175.73610	1.551e-01
42.62110	175.65674	1.549e-01
42.62024	175.57420	1.546e-01
42.61930	175.48318	1.544e-01
42.61917	175.39752	1.542e-01
42.61832	175.30226	1.542e-01
42.61776	175.22185	1.540e-01
42.61717	175.13399	1.536e-01
42.61662	175.04402	1.538e-01
42.61618	174.95724	1.539e-01
42.61575	174.86409	1.538e-01
42.61554	174.78366	1.535e-01
42.61526	174.69157	1.531e-01
42.61572	174.60165	1.530e-01
42.61570	174.52122	1.531e-01
42.61568	174.43336	1.530e-01
42.61575	174.34764	1.524e-01
42.61584	174.25343	1.519e-01
42.61605	174.16451	1.519e-01
42.61636	174.08725	1.520e-01
42.61669	173.99516	1.517e-01
42.61712	173.91473	1.514e-01
42.61760	173.82582	1.513e-01
42.61816	173.73479	1.510e-01
42.61879	173.64906	1.509e-01
42.61948	173.56970	1.505e-01
42.62090	173.47983	1.499e-01
42.62179	173.37610	1.497e-01
42.62263	173.31157	1.500e-01
42.62360	173.22586	1.498e-01
42.62463	173.14120	1.496e-01
42.62576	173.05234	1.494e-01
42.62718	172.93379	1.492e-01
42.62817	172.88409	1.491e-01
42.62952	172.79417	1.488e-01
42.63085	172.71484	1.483e-01
42.63237	172.62280	1.477e-01
42.63390	172.53607	1.474e-01
42.63546	172.45357	1.473e-01
42.63703	172.37532	1.471e-01
42.63875	172.29071	1.470e-01
42.64057	172.20294	1.467e-01
42.64248	172.11411	1.463e-01
42.64426	172.03799	1.461e-01
42.64624	171.95341	1.457e-01
42.64828	171.86884	1.458e-01
42.65089	171.75676	1.456e-01
42.65257	171.69971	1.453e-01
42.65491	171.61093	1.454e-01
42.65719	171.52850	1.452e-01
42.65896	171.44281	1.450e-01
42.66262	171.33194	1.444e-01
42.66371	171.28328	1.440e-01
42.66638	171.19452	1.438e-01
42.66888	171.11636	1.436e-01
42.67171	171.02658	1.434e-01
42.67432	170.94949	1.429e-01
42.67727	170.86079	1.423e-01
42.68010	170.77950	1.420e-01
42.68286	170.70244	1.419e-01
42.68590	170.61798	1.417e-01
42.68909	170.53036	1.413e-01
42.69138	170.45428	1.411e-01
42.69468	170.36775	1.408e-01
42.69784	170.28757	1.407e-01
42.70112	170.20633	1.405e-01
42.70462	170.11984	1.401e-01
42.70779	170.04495	1.396e-01
42.71124	169.96376	1.397e-01
42.71486	169.87941	1.397e-01
42.71881	169.78767	1.393e-01
42.72250	169.70546	1.390e-01
42.72504	169.63791	1.386e-01
42.72880	169.55676	1.384e-01
42.73318	169.46191	1.382e-01
42.73656	169.39346	1.378e-01
42.74072	169.30708	1.371e-01
42.74441	169.23337	1.366e-01
42.74785	169.15215	1.365e-01
42.75202	169.07002	1.361e-01
42.75611	168.99107	1.357e-01
42.76060	168.90477	1.353e-01
42.76459	168.83113	1.349e-01
42.76891	168.75117	1.346e-01
42.77334	168.67017	1.345e-01
42.77740	168.58482	1.342e-01
42.78186	168.50595	1.339e-01
42.78611	168.43237	1.337e-01
42.79084	168.35037	1.338e-01
42.79541	168.27260	1.337e-01
42.79941	168.19470	1.334e-01
42.80416	168.11591	1.333e-01
42.80920	168.03291	1.331e-01
42.81497	167.93732	1.329e-01
42.81921	167.87119	1.326e-01
42.82367	167.80191	1.321e-01
42.82941	167.71057	1.314e-01
42.83385	167.64343	1.310e-01
42.83843	167.56354	1.309e-01
42.84389	167.48065	1.306e-01
42.84903	167.40410	1.303e-01
42.85400	167.33176	1.301e-01
42.85950	167.25104	1.297e-01
42.86475	167.17557	1.292e-01
42.87096	167.08543	1.290e-01
42.87498	167.02139	1.289e-01
42.88052	166.94388	1.287e-01
42.88693	166.85379	1.285e-01
42.89218	166.78261	1.285e-01
42.89736	166.71355	1.283e-01
42.90340	166.63190	1.281e-01
42.90916	166.55553	1.279e-01
42.91604	166.46344	1.275e-01
42.92043	166.39951	1.274e-01
42.92591	166.32947	1.272e-01
42.93181	166.25421	1.270e-01
42.93813	166.17372	1.264e-01
42.94407	166.09955	1.258e-01
42.95052	166.01910	1.255e-01
42.95671	165.94286	1.254e-01
42.96218	165.86858	1.249e-01
42.96857	165.79132	1.246e-01
42.97540	165.70886	1.241e-01
42.98181	165.63269	1.239e-01
42.98804	165.55968	1.235e-01
42.99359	165.49611	1.234e-01
43.00106	165.40851	1.230e-01
43.00649	165.33955	1.228e-01
43.01310	165.26453	1.227e-01
43.01958	165.19160	1.228e-01
43.02586	165.12184	1.226e-01
43.03278	165.04478	1.222e-01
43.04001	164.96461	1.220e-01
43.04547	164.89891	1.219e-01
43.05238	164.82399	1.217e-01
43.05925	164.75015	1.213e-01
43.06895	164.64401	1.205e-01
43.07379	164.59521	1.203e-01
43.08018	164.52872	1.203e-01
43.08726	164.45496	1.202e-01
43.09466	164.37807	1.197e-01
43.10212	164.30122	1.192e-01
43.10855	164.22942	1.191e-01
43.11536	164.16093	1.187e-01
43.12297	164.08414	1.184e-01
43.13162	163.99698	1.180e-01
43.13742	163.94104	1.178e-01
43.14548	163.86119	1.175e-01
43.15332	163.78450	1.174e-01
43.16051	163.71509	1.171e-01
43.16795	163.64363	1.169e-01
43.17534	163.57323	1.167e-01
43.18166	163.50783	1.165e-01
43.18964	163.43228	1.164e-01
43.19718	163.36194	1.160e-01
43.20486	163.29057	1.158e-01
43.21372	163.20784	1.153e-01
43.22025	163.14896	1.149e-01
43.22797	163.07870	1.147e-01
43.23615	163.00432	1.145e-01
43.24385	162.93513	1.143e-01
43.25172	162.86494	1.140e-01
43.26081	162.78339	1.137e-01
43.26768	162.72357	1.133e-01
43.27764	162.63483	1.130e-01
43.28438	162.57713	1.128e-01
43.29258	162.50601	1.125e-01
43.30016	162.44112	1.121e-01
43.30868	162.36797	1.120e-01
43.31670	162.30002	1.119e-01
43.32554	162.22485	1.116e-01
43.33386	162.15488	1.115e-01
43.34188	162.08803	1.110e-01
43.35007	162.02016	1.110e-01
43.35830	161.95232	1.108e-01
43.36668	161.88345	1.107e-01
43.37511	161.81462	1.100e-01
43.38360	161.74580	1.095e-01
43.39403	161.66589	1.093e-01
43.40225	161.60022	1.092e-01
43.41062	161.53354	1.090e-01
43.41856	161.47099	1.087e-01
43.42762	161.39920	1.084e-01
43.43612	161.33258	1.083e-01
43.44479	161.26497	1.082e-01
43.45534	161.18730	1.080e-01
43.46213	161.13081	1.075e-01
43.47165	161.06244	1.072e-01
43.48074	160.99286	1.074e-01
43.48962	160.92535	1.073e-01
43.49969	160.84863	1.071e-01
43.50777	160.78835	1.069e-01
43.51767	160.71373	1.067e-01
43.52609	160.65143	1.067e-01
43.53631	160.58017	1.063e-01
43.54454	160.51997	1.059e-01
43.55307	160.45775	1.055e-01
43.56256	160.38838	1.052e-01
43.57209	160.31903	1.050e-01
43.58126	160.25278	1.049e-01
43.59035	160.18756	1.046e-01
43.59967	160.12569	1.043e-01
43.61178	160.03804	1.040e-01
43.61898	159.98822	1.038e-01
43.62756	159.92821	1.037e-01
43.63697	159.86209	1.036e-01
43.64671	159.79396	1.033e-01
43.65777	159.72099	1.031e-01
43.66732	159.65495	1.031e-01
43.67593	159.59607	1.029e-01
43.68488	159.53519	1.026e-01
43.69580	159.46004	1.024e-01
43.70396	159.40529	1.023e-01
43.71427	159.33530	1.020e-01
43.72377	159.27144	1.016e-01
43.73274	159.21165	1.014e-01
43.74260	159.14581	1.010e-01
43.75298	159.08124	1.008e-01
43.76321	159.01340	1.005e-01
43.77290	158.94966	1.004e-01
43.78205	158.89000	1.001e-01
43.79211	158.82426	9.977e-02
43.80178	158.76160	9.946e-02
43.81221	158.69389	9.922e-02
43.82180	158.63229	9.906e-02
43.83219	158.56995	9.907e-02
43.84260	158.50333	9.873e-02
43.85260	158.43977	9.847e-02
43.86234	158.37827	9.847e-02
43.87166	158.31981	9.856e-02
43.88207	158.25430	9.844e-02
43.89223	158.19084	9.817e-02
43.90273	158.12538	9.802e-02
43.91249	158.06502	9.785e-02
43.92304	158.00389	9.778e-02
43.93612	157.92235	9.743e-02
43.94383	157.87617	9.663e-02
43.95312	157.81992	9.622e-02
43.96386	157.75462	9.621e-02
43.97352	157.69638	9.609e-02
43.98794	157.60794	9.576e-02
44.00492	157.50774	9.546e-02
44.02663	157.37840	9.517e-02
44.05839	157.19540	9.469e-02
44.07901	157.07538	9.467e-02
44.08856	157.02040	9.467e-02
44.10141	156.94539	9.434e-02
44.11103	156.89049	9.417e-02
44.12265	156.82355	9.394e-02
44.13068	156.77870	9.368e-02
44.14170	156.71582	9.332e-02
44.15110	156.66299	9.297e-02
44.16153	156.60417	9.293e-02
44.17266	156.54137	9.278e-02
44.18359	156.48386	9.261e-02
44.19563	156.41611	9.238e-02
44.20450	156.36739	9.219e-02
44.21611	156.30267	9.192e-02
44.22640	156.24600	9.168e-02
44.23689	156.18834	9.137e-02
44.24723	156.13170	9.129e-02
44.25864	156.06909	9.114e-02
44.26924	156.01151	9.096e-02
44.28210	155.94099	9.095e-02
44.29119	155.89243	9.085e-02
44.30187	155.83490	9.083e-02
44.31171	155.78238	9.049e-02
44.32262	155.72391	9.045e-02
44.33857	155.64085	9.014e-02
44.34438	155.60803	8.995e-02
44.35592	155.54665	8.978e-02
44.36608	155.49324	8.935e-02
44.37751	155.43291	8.901e-02
44.38879	155.37358	8.887e-02
44.40105	155.31258	8.874e-02
44.41038	155.26097	8.860e-02
44.42068	155.20766	8.853e-02
44.43192	155.14944	8.837e-02
44.44355	155.08925	8.827e-02
44.45430	155.03403	8.801e-02
44.46453	154.98180	8.789e-02
44.47552	154.92564	8.767e-02
44.48690	154.86752	8.740e-02
44.49776	154.81239	8.758e-02
44.50940	154.75334	8.749e-02
44.52033	154.69826	8.728e-02
44.53128	154.64320	8.714e-02
44.54226	154.58818	8.696e-02
44.55309	154.53415	8.687e-02
44.56487	154.47520	8.672e-02
44.57519	154.42418	8.659e-02
45.16479	155.35922	8.689e-02
45.15447	155.42029	8.699e-02
45.14507	155.47647	8.701e-02
45.13638	155.52875	8.724e-02
45.12703	155.58496	8.752e-02
45.11753	155.64220	8.759e-02
45.10788	155.70042	8.773e-02
45.09862	155.75670	8.794e-02
45.08939	155.81299	8.813e-02
45.07933	155.87422	8.843e-02
45.07017	155.93056	8.883e-02
45.05797	156.00464	8.891e-02
45.05107	156.04822	8.918e-02
45.04183	156.10559	8.934e-02
45.03329	156.15906	8.950e-02
45.02343	156.22041	8.966e-02
45.01462	156.27588	8.998e-02
45.00467	156.33827	8.999e-02
44.99559	156.39575	9.016e-02
44.98704	156.45029	9.020e-02
44.97702	156.51372	9.031e-02
44.96853	156.56830	9.036e-02
44.95957	156.62585	9.046e-02
44.94966	156.68935	9.051e-02
44.94077	156.74695	9.069e-02
44.92981	156.81743	9.094e-02
44.92250	156.86195	9.116e-02
44.91354	156.92059	9.126e-02
44.90382	156.98421	9.130e-02
44.89540	157.03992	9.144e-02
44.88607	157.10158	9.193e-02
44.87645	157.16525	9.225e-02
44.86830	157.22003	9.247e-02
44.85938	157.27977	9.259e-02
44.84991	157.33929	9.278e-02
44.84076	157.40108	9.301e-02
44.83211	157.45988	9.327e-02
44.82317	157.52071	9.345e-02
44.81381	157.58453	9.342e-02
44.80526	157.64340	9.356e-02
44.79581	157.70827	9.401e-02
44.78703	157.76917	9.412e-02
44.77842	157.82909	9.429e-02
44.76972	157.88580	9.436e-02
44.76075	157.94878	9.469e-02
44.75149	158.01373	9.487e-02
44.74348	158.07074	9.503e-02
44.73491	158.13177	9.504e-02
44.72636	158.19279	9.514e-02
44.71458	158.27580	9.548e-02
44.70849	158.31670	9.582e-02
44.69932	158.38278	9.605e-02
44.69138	158.44092	9.622e-02
44.68258	158.50504	9.635e-02
44.67367	158.57021	9.677e-02
44.66450	158.63313	9.711e-02
44.65625	158.69434	9.728e-02
44.64846	158.75255	9.733e-02
44.63971	158.81778	9.749e-02
44.63157	158.87903	9.789e-02
44.62247	158.94731	9.818e-02
44.61437	159.00436	9.829e-02
44.60607	159.06767	9.850e-02
44.59470	159.15306	9.870e-02
44.58858	159.20137	9.894e-02
44.58121	159.25874	9.904e-02
44.57135	159.32991	9.915e-02
44.56406	159.38731	9.938e-02
44.55474	159.45978	9.968e-02
44.54656	159.52423	9.998e-02
44.53938	159.58168	1.004e-01
44.53135	159.64091	1.005e-01
44.52290	159.70845	1.007e-01
44.51514	159.77097	1.009e-01
44.50649	159.84055	1.011e-01
44.49808	159.90388	1.014e-01
44.49071	159.96445	1.016e-01
44.48073	160.04515	1.019e-01
44.47409	160.10074	1.020e-01
44.46710	160.15933	1.020e-01
44.45054	160.29250	1.026e-01
44.44236	160.36122	1.030e-01
44.43538	160.42091	1.030e-01
44.42067	160.54213	1.032e-01
44.41136	160.62630	1.036e-01
44.40380	160.68683	1.038e-01
44.39501	160.76276	1.039e-01
44.38888	160.81749	1.039e-01
44.38143	160.88336	1.044e-01
44.37364	160.95227	1.046e-01
44.36578	161.01694	1.049e-01
44.35771	161.08893	1.050e-01
44.35042	161.15486	1.053e-01
44.34328	161.21982	1.057e-01
44.33428	161.30096	1.058e-01
44.32807	161.35886	1.058e-01
44.32154	161.41980	1.057e-01
44.31303	161.49272	1.060e-01
44.30589	161.55977	1.066e-01
44.29865	161.62787	1.070e-01
44.29216	161.68990	1.071e-01
44.28490	161.75903	1.072e-01
44.27597	161.84341	1.074e-01
44.27029	161.89941	1.076e-01
44.26317	161.96860	1.080e-01
44.25689	162.03072	1.082e-01
44.24952	162.10300	1.085e-01
44.24203	162.17102	1.089e-01
44.23426	162.25371	1.092e-01
44.21938	162.39719	1.096e-01
44.21453	162.44821	1.100e-01
44.20637	162.53078	1.102e-01
44.19430	162.65730	1.107e-01
44.18778	162.72568	1.107e-01
44.18141	162.79306	1.109e-01
44.17457	162.86554	1.111e-01
44.16809	162.92868	1.115e-01
44.16175	162.99712	1.115e-01
44.15484	163.07169	1.118e-01
44.14849	163.14119	1.121e-01
44.14229	163.20969	1.123e-01
44.13564	163.28329	1.126e-01
44.12994	163.34775	1.128e-01
44.12317	163.42342	1.131e-01
44.11745	163.48892	1.134e-01
44.10952	163.57791	1.138e-01
44.10428	163.63936	1.143e-01
44.09879	163.70387	1.147e-01
44.09219	163.78067	1.150e-01
44.08556	163.85851	1.154e-01
44.08058	163.91899	1.155e-01
44.07470	163.98970	1.158e-01
44.06840	164.06554	1.161e-01
44.06123	164.15163	1.163e-01
44.05670	164.20909	1.162e-01
44.05028	164.28806	1.162e-01
44.04457	164.35988	1.166e-01
44.03953	164.42453	1.169e-01
44.03212	164.52420	1.170e-01
44.02858	164.56517	1.172e-01
44.02313	164.63602	1.175e-01
44.01765	164.71527	1.179e-01
44.01239	164.78511	1.182e-01
44.00728	164.85397	1.187e-01
44.00042	164.94437	1.188e-01
43.99649	164.99991	1.190e-01
43.99075	165.07802	1.197e-01
43.98598	165.14487	1.199e-01
43.98043	165.22198	1.203e-01
43.97502	165.29810	1.206e-01
43.97039	165.36499	1.209e-01
43.96526	165.43907	1.212e-01
43.96024	165.51216	1.215e-01
43.95472	165.59244	1.216e-01
43.95012	165.66144	1.215e-01
43.94496	165.74706	1.217e-01
43.94046	165.81606	1.224e-01
43.93595	165.88614	1.226e-01
43.92997	165.97676	1.226e-01
43.92651	166.03349	1.225e-01
43.92191	166.10666	1.227e-01
43.91729	166.18089	1.230e-01
43.91271	166.25513	1.233e-01
43.90798	166.33247	1.234e-01
43.90380	166.41203	1.237e-01
43.89932	166.48735	1.243e-01
43.89531	166.55649	1.249e-01
43.89079	166.63388	1.251e-01
43.88654	166.70819	1.255e-01
43.88234	166.78252	1.257e-01
43.87779	166.86304	1.259e-01
43.87389	166.93430	1.262e-01
43.87030	167.01190	1.265e-01
43.86593	167.09245	1.269e-01
43.86187	167.16890	1.271e-01
43.85831	167.23814	1.273e-01
43.85418	167.31770	1.274e-01
43.85034	167.39316	1.273e-01
43.84658	167.46863	1.277e-01
43.84313	167.55043	1.282e-01
43.83946	167.62590	1.283e-01
43.83602	167.69830	1.286e-01
43.83195	167.78310	1.289e-01
43.82845	167.85861	1.292e-01
43.82529	167.92897	1.293e-01
43.82220	168.01085	1.295e-01
43.81887	168.08638	1.300e-01
43.81527	168.16814	1.306e-01
