#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-03-21 12:27:15"
#data_read_from_db	"2018-03-21 13:08:09"
#database_id	1805
#datapoints_in_db	127652
#database_reference_id	0
#integrated_value	0.22	6.3
#sample_label	"layer_020_030"
#sample_name	"Layered:_#20_on_top_of_#30"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-tizian|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=18 poweron=8435 [h] last_change=131 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	31.3158	0
#intheta	31.3158
#inphi	0
#front_integral	0.221
#incident_and_front_integral	31.3158	0	0.221
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	126567
#format: theta	phi	[uA]
43.81226	168.23956	1.308e-01
43.80898	168.31720	1.310e-01
43.80576	168.39485	1.314e-01
43.80195	168.48595	1.317e-01
43.79941	168.55225	1.321e-01
43.79675	168.63522	1.322e-01
43.79401	168.70773	1.320e-01
43.79089	168.78955	1.319e-01
43.78696	168.89105	1.324e-01
43.78498	168.95015	1.326e-01
43.78251	169.02167	1.327e-01
43.78022	169.10468	1.329e-01
43.77758	169.18242	1.330e-01
43.77504	169.25912	1.333e-01
43.77227	169.34309	1.337e-01
43.76973	169.42291	1.340e-01
43.76736	169.49965	1.340e-01
43.76503	169.57742	1.343e-01
43.76333	169.65636	1.351e-01
43.76110	169.73413	1.353e-01
43.75867	169.81917	1.356e-01
43.75652	169.89801	1.358e-01
43.75447	169.97581	1.361e-01
43.75244	170.05467	1.365e-01
43.75028	170.13972	1.366e-01
43.74854	170.21341	1.366e-01
43.74725	170.29446	1.364e-01
43.74533	170.37749	1.368e-01
43.74345	170.46153	1.373e-01
43.74172	170.54250	1.374e-01
43.74027	170.61620	1.375e-01
43.73866	170.69716	1.377e-01
43.73676	170.79161	1.381e-01
43.73526	170.87361	1.382e-01
43.73405	170.94629	1.384e-01
43.73272	171.02625	1.385e-01
43.73145	171.10620	1.388e-01
43.73089	171.18625	1.392e-01
43.72974	171.26620	1.400e-01
43.72856	171.35031	1.402e-01
43.72733	171.44064	1.406e-01
43.72633	171.52269	1.409e-01
43.72547	171.60059	1.412e-01
43.72462	171.68161	1.415e-01
43.72384	171.76157	1.416e-01
43.72320	171.83844	1.418e-01
43.72248	171.92258	1.418e-01
43.72187	172.00359	1.417e-01
43.72121	172.09291	1.420e-01
43.72073	172.17393	1.421e-01
43.72031	172.25496	1.422e-01
43.71989	172.34221	1.425e-01
43.71968	172.41701	1.426e-01
43.71944	172.50012	1.429e-01
43.71925	172.58322	1.434e-01
43.71910	172.66943	1.438e-01
43.71902	172.75668	1.439e-01
43.71904	172.83980	1.439e-01
43.71912	172.92290	1.446e-01
43.71930	173.00082	1.449e-01
43.71948	173.09326	1.454e-01
43.71976	173.17532	1.454e-01
43.72013	173.25116	1.455e-01
43.72054	173.33531	1.457e-01
43.72100	173.42256	1.461e-01
43.72153	173.53990	1.460e-01
43.72215	173.59601	1.458e-01
43.72282	173.67184	1.458e-01
43.72360	173.76740	1.465e-01
43.72442	173.85567	1.467e-01
43.72528	173.93253	1.468e-01
43.72620	174.01042	1.469e-01
43.72721	174.09454	1.472e-01
43.72832	174.18385	1.473e-01
43.72882	174.26686	1.476e-01
43.73003	174.35097	1.477e-01
43.73138	174.44234	1.475e-01
43.73272	174.52541	1.478e-01
43.73411	174.60638	1.483e-01
43.73561	174.69257	1.484e-01
43.73717	174.77664	1.486e-01
43.73887	174.86798	1.487e-01
43.74060	174.95518	1.489e-01
43.74245	175.04547	1.492e-01
43.74352	175.12119	1.493e-01
43.74543	175.20525	1.491e-01
43.74742	175.29137	1.489e-01
43.74948	175.37750	1.488e-01
43.75167	175.46672	1.491e-01
43.75397	175.55801	1.489e-01
43.75623	175.64308	1.489e-01
43.75856	175.72813	1.491e-01
43.76022	175.80899	1.493e-01
43.76278	175.89818	1.495e-01
43.76532	175.98322	1.497e-01
43.76812	176.07654	1.499e-01
43.77082	176.16258	1.500e-01
43.77357	176.24759	1.503e-01
43.77654	176.33881	1.507e-01
43.77948	176.42587	1.510e-01
43.78183	176.51186	1.513e-01
43.78474	176.59268	1.514e-01
43.78815	176.68799	1.515e-01
43.79122	176.76984	1.514e-01
43.79493	176.87030	1.515e-01
43.79805	176.94904	1.517e-01
43.80082	177.03496	1.515e-01
43.80472	177.13332	1.514e-01
43.80814	177.21510	1.516e-01
43.81151	177.29378	1.516e-01
43.81550	177.38797	1.518e-01
43.81932	177.47490	1.518e-01
43.82256	177.56178	1.518e-01
43.82674	177.65489	1.519e-01
43.83081	177.74283	1.520e-01
43.83474	177.82558	1.522e-01
43.83847	177.91759	1.519e-01
43.84272	178.00443	1.519e-01
43.84738	178.09953	1.524e-01
43.85181	178.18739	1.527e-01
43.85628	178.27420	1.530e-01
43.86073	178.37337	1.529e-01
43.86517	178.45601	1.530e-01
43.86990	178.54381	1.532e-01
43.87446	178.62643	1.533e-01
43.87959	178.71936	1.532e-01
43.88486	178.82671	1.527e-01
43.88892	178.89482	1.525e-01
43.89412	178.98460	1.528e-01
43.89934	179.07333	1.528e-01
43.90405	179.16307	1.526e-01
43.90961	179.25485	1.525e-01
43.91506	179.34352	1.525e-01
43.92058	179.43219	1.525e-01
43.92566	179.52289	1.525e-01
43.93163	179.61665	1.524e-01
43.93732	179.70422	1.524e-01
43.94321	179.79384	1.526e-01
43.94954	179.88960	1.530e-01
43.95494	179.97919	1.530e-01
43.96176	-179.91995	1.528e-01
43.96753	-179.83762	1.528e-01
43.97387	-179.74707	1.528e-01
43.97919	-179.66376	1.530e-01
43.98568	-179.57327	1.529e-01
43.99238	-179.48073	1.527e-01
43.99937	-179.38515	1.522e-01
44.00603	-179.29575	1.520e-01
44.01156	-179.21458	1.521e-01
44.01836	-179.12521	1.518e-01
44.02546	-179.03281	1.516e-01
44.03279	-178.93835	1.516e-01
44.03924	-178.85728	1.516e-01
44.04634	-178.76802	1.514e-01
44.05349	-178.67056	1.513e-01
44.06021	-178.58852	1.513e-01
44.06747	-178.50035	1.511e-01
44.07480	-178.41220	1.510e-01
44.08220	-178.32408	1.513e-01
44.09001	-178.23190	1.513e-01
44.09797	-178.13870	1.511e-01
44.10487	-178.05167	1.511e-01
44.11249	-177.96468	1.509e-01
44.11977	-177.88281	1.510e-01
44.13005	-177.76518	1.509e-01
44.13552	-177.70691	1.508e-01
44.14403	-177.61285	1.503e-01
44.15192	-177.52701	1.499e-01
44.15981	-177.44221	1.500e-01
44.16899	-177.34312	1.499e-01
44.17603	-177.26962	1.498e-01
44.18421	-177.18388	1.494e-01
44.19254	-177.09715	1.491e-01
44.20122	-177.00737	1.489e-01
44.20943	-176.91658	1.490e-01
44.21732	-176.83707	1.488e-01
44.22594	-176.75043	1.484e-01
44.23464	-176.66385	1.482e-01
44.24360	-176.57524	1.484e-01
44.25223	-176.49072	1.484e-01
44.26162	-176.39912	1.483e-01
44.26981	-176.32079	1.481e-01
44.27875	-176.23534	1.480e-01
44.28846	-176.14281	1.481e-01
44.29686	-176.06454	1.480e-01
44.30600	-175.97919	1.477e-01
44.31563	-175.88980	1.469e-01
44.32513	-175.80247	1.468e-01
44.33386	-175.72330	1.469e-01
44.34465	-175.62488	1.468e-01
44.35309	-175.54980	1.466e-01
44.36244	-175.46667	1.463e-01
44.37305	-175.37239	1.462e-01
44.38124	-175.30147	1.460e-01
44.39156	-175.21132	1.457e-01
44.40051	-175.13437	1.455e-01
44.41074	-175.04631	1.452e-01
44.42038	-174.96436	1.452e-01
44.43075	-174.87636	1.455e-01
44.44063	-174.79346	1.453e-01
44.45100	-174.71266	1.450e-01
44.46055	-174.63387	1.450e-01
44.47085	-174.54903	1.450e-01
44.48145	-174.46220	1.447e-01
44.49095	-174.38550	1.444e-01
44.50122	-174.30278	1.441e-01
44.51239	-174.21303	1.437e-01
44.52279	-174.13037	1.435e-01
44.53398	-174.04170	1.435e-01
44.54342	-173.96817	1.431e-01
44.55377	-173.88763	1.428e-01
44.56418	-173.80711	1.425e-01
44.57527	-173.72159	1.423e-01
44.58605	-173.63913	1.421e-01
44.59654	-173.55971	1.420e-01
44.60670	-173.48335	1.419e-01
44.61843	-173.40004	1.415e-01
44.62908	-173.32072	1.412e-01
44.64184	-173.22537	1.411e-01
44.66231	-173.07593	1.409e-01
44.67478	-172.98470	1.407e-01
44.68601	-172.90353	1.404e-01
44.70849	-172.74741	1.400e-01
44.71950	-172.66936	1.396e-01
44.72990	-172.59633	1.389e-01
44.74117	-172.51735	1.384e-01
44.75262	-172.43738	1.385e-01
44.76468	-172.35345	1.383e-01
44.77908	-172.25764	1.380e-01
44.78797	-172.19778	1.377e-01
44.80133	-172.10597	1.375e-01
44.81184	-172.03516	1.372e-01
44.82283	-171.96140	1.370e-01
44.83484	-171.88066	1.366e-01
44.84712	-171.80305	1.363e-01
44.85983	-171.71843	1.361e-01
44.87088	-171.64578	1.364e-01
44.88371	-171.56122	1.362e-01
44.89574	-171.48267	1.359e-01
44.90746	-171.41121	1.357e-01
44.91945	-171.33371	1.356e-01
44.93165	-171.25526	1.353e-01
44.94420	-171.17485	1.350e-01
44.95696	-171.09349	1.343e-01
44.96815	-171.02310	1.339e-01
44.98123	-170.94489	1.336e-01
44.99401	-170.86462	1.337e-01
45.00989	-170.76457	1.332e-01
45.01841	-170.71313	1.330e-01
45.03168	-170.63100	1.328e-01
45.04395	-170.55991	1.324e-01
45.05690	-170.48082	1.322e-01
45.07422	-170.37407	1.319e-01
45.08184	-170.32967	1.318e-01
45.09447	-170.25365	1.314e-01
45.10842	-170.17383	1.314e-01
45.12116	-170.09789	1.315e-01
45.13364	-170.02396	1.312e-01
45.14826	-169.93723	1.311e-01
45.15909	-169.87422	1.310e-01
45.17268	-169.79852	1.307e-01
45.18586	-169.72177	1.304e-01
45.19860	-169.64801	1.300e-01
45.21156	-169.57330	1.296e-01
45.22603	-169.49382	1.290e-01
45.23894	-169.42017	1.286e-01
45.25255	-169.34262	1.284e-01
45.26589	-169.26706	1.280e-01
45.27879	-169.19450	1.279e-01
45.29107	-169.12590	1.275e-01
45.30504	-169.05156	1.271e-01
45.32381	-168.94574	1.267e-01
45.33287	-168.89685	1.266e-01
45.34602	-168.82446	1.265e-01
45.35922	-168.75211	1.260e-01
45.37435	-168.66901	1.259e-01
45.38725	-168.60272	1.259e-01
45.40079	-168.52950	1.257e-01
45.41333	-168.46216	1.255e-01
45.42696	-168.38899	1.253e-01
45.44080	-168.31490	1.250e-01
45.45540	-168.23692	1.249e-01
45.46901	-168.16486	1.247e-01
45.48160	-168.09866	1.245e-01
45.49601	-168.02277	1.238e-01
45.50959	-167.95175	1.233e-01
45.52303	-167.88177	1.233e-01
45.53778	-167.80501	1.231e-01
45.55212	-167.73425	1.228e-01
45.56571	-167.66435	1.224e-01
45.58043	-167.58868	1.221e-01
45.59322	-167.52373	1.218e-01
45.60730	-167.45201	1.215e-01
45.62126	-167.38130	1.211e-01
45.63581	-167.30771	1.208e-01
45.64968	-167.23804	1.207e-01
45.66489	-167.16161	1.210e-01
45.67886	-167.09201	1.206e-01
45.69212	-167.02631	1.201e-01
45.71106	-166.93163	1.197e-01
45.72198	-166.87857	1.196e-01
45.73500	-166.81491	1.196e-01
45.75128	-166.73485	1.194e-01
45.76363	-166.67513	1.190e-01
45.78381	-166.57585	1.184e-01
45.79377	-166.52872	1.181e-01
45.80777	-166.46136	1.182e-01
45.82125	-166.39694	1.177e-01
45.83746	-166.31905	1.173e-01
45.85159	-166.25180	1.170e-01
45.86480	-166.18939	1.169e-01
45.88155	-166.10970	1.165e-01
45.89484	-166.04736	1.164e-01
45.91228	-165.96487	1.163e-01
45.92488	-165.90645	1.160e-01
45.93830	-165.84419	1.160e-01
45.95372	-165.77238	1.159e-01
45.96761	-165.70830	1.157e-01
45.98273	-165.63847	1.155e-01
45.99849	-165.56581	1.152e-01
46.01269	-165.49783	1.150e-01
46.02715	-165.43195	1.148e-01
46.04245	-165.36229	1.146e-01
46.05640	-165.29933	1.142e-01
46.07118	-165.23260	1.138e-01
46.08702	-165.16113	1.133e-01
46.10169	-165.09543	1.132e-01
46.11844	-165.02020	1.130e-01
46.13135	-164.96315	1.128e-01
46.14594	-164.89851	1.125e-01
46.16118	-164.83102	1.122e-01
46.17710	-164.76074	1.118e-01
46.19638	-164.67525	1.116e-01
46.20781	-164.62596	1.113e-01
46.22240	-164.55942	1.109e-01
46.23723	-164.49498	1.105e-01
46.25147	-164.43341	1.105e-01
46.26786	-164.36238	1.103e-01
46.28196	-164.30183	1.101e-01
46.29824	-164.23183	1.099e-01
46.31264	-164.17039	1.097e-01
46.32898	-164.10048	1.095e-01
46.34345	-164.03911	1.094e-01
46.35799	-163.97476	1.092e-01
46.37425	-163.90590	1.084e-01
46.38863	-163.84557	1.079e-01
46.40670	-163.76923	1.080e-01
46.41985	-163.71463	1.077e-01
46.43629	-163.64592	1.075e-01
46.45060	-163.58665	1.072e-01
46.46603	-163.52272	1.070e-01
46.48543	-163.44186	1.068e-01
46.49791	-163.38820	1.067e-01
46.51192	-163.33095	1.064e-01
46.52839	-163.26338	1.059e-01
46.54357	-163.20151	1.058e-01
46.56011	-163.13402	1.058e-01
46.57539	-163.07220	1.056e-01
46.59029	-163.00931	1.054e-01
46.60495	-162.95036	1.052e-01
46.62121	-162.88490	1.050e-01
46.63639	-162.82416	1.047e-01
46.65318	-162.75688	1.043e-01
46.66804	-162.69508	1.038e-01
46.68288	-162.63631	1.035e-01
46.70024	-162.56728	1.032e-01
46.71561	-162.50670	1.033e-01
46.73010	-162.44989	1.032e-01
46.74629	-162.38358	1.031e-01
46.76176	-162.32309	1.029e-01
46.78345	-162.23747	1.026e-01
46.79280	-162.20222	1.024e-01
46.80883	-162.13997	1.023e-01
46.82383	-162.07944	1.021e-01
46.83970	-162.01817	1.018e-01
46.85816	-161.94673	1.015e-01
46.87390	-161.88647	1.014e-01
46.88755	-161.83463	1.012e-01
46.90273	-161.77423	1.011e-01
46.92112	-161.70387	1.010e-01
46.93604	-161.64746	1.006e-01
46.95052	-161.59294	1.005e-01
46.96880	-161.52361	1.003e-01
46.98273	-161.46895	9.993e-02
47.00180	-161.39691	9.943e-02
47.01546	-161.34621	9.908e-02
47.03011	-161.29182	9.903e-02
47.04597	-161.23285	9.882e-02
47.06220	-161.17003	9.863e-02
47.07788	-161.11205	9.828e-02
47.09480	-161.04947	9.812e-02
47.11079	-160.99063	9.801e-02
47.12657	-160.93274	9.789e-02
47.14275	-160.87100	9.767e-02
47.15787	-160.81593	9.728e-02
47.17376	-160.75815	9.703e-02
47.19235	-160.69026	9.707e-02
47.20610	-160.64079	9.690e-02
47.22501	-160.57207	9.668e-02
47.24004	-160.51807	9.631e-02
47.25401	-160.46574	9.609e-02
47.27032	-160.40721	9.598e-02
47.28642	-160.34964	9.589e-02
47.30799	-160.27194	9.558e-02
47.31923	-160.23276	9.519e-02
47.33518	-160.17618	9.499e-02
47.35180	-160.11487	9.495e-02
47.36732	-160.06020	9.470e-02
47.38610	-159.99367	9.432e-02
47.40244	-159.93631	9.414e-02
47.41704	-159.88539	9.393e-02
47.43318	-159.82899	9.381e-02
47.45136	-159.76535	9.359e-02
47.46444	-159.71794	9.335e-02
47.48043	-159.66257	9.309e-02
47.49795	-159.60176	9.295e-02
47.51347	-159.54826	9.294e-02
47.53005	-159.49115	9.289e-02
47.54741	-159.43135	9.271e-02
47.56252	-159.37975	9.252e-02
47.57893	-159.32364	9.233e-02
47.59538	-159.26758	9.208e-02
47.61287	-159.20790	9.173e-02
47.62808	-159.15643	9.144e-02
47.64564	-159.09682	9.119e-02
47.66091	-159.04539	9.100e-02
47.67775	-158.98856	9.089e-02
47.69618	-158.92635	9.051e-02
47.71257	-158.87138	9.036e-02
47.72641	-158.82550	9.024e-02
47.74285	-158.77060	8.995e-02
47.75958	-158.71483	8.969e-02
47.77556	-158.66179	8.957e-02
47.79339	-158.60248	8.949e-02
47.80943	-158.54950	8.931e-02
47.82549	-158.49655	8.902e-02
47.84526	-158.43103	8.902e-02
47.85902	-158.38625	8.884e-02
47.87411	-158.33699	8.875e-02
47.89345	-158.27338	8.861e-02
47.90939	-158.22148	8.853e-02
47.92614	-158.16690	8.840e-02
47.94565	-158.10541	8.816e-02
47.95761	-158.06503	8.798e-02
47.97287	-158.01593	8.756e-02
47.98973	-157.96149	8.715e-02
48.00582	-157.90974	8.696e-02
48.02279	-157.85736	8.670e-02
48.04055	-157.80031	8.659e-02
48.67577	-158.47093	8.663e-02
48.66025	-158.52634	8.683e-02
48.64502	-158.58087	8.687e-02
48.63120	-158.63297	8.698e-02
48.61705	-158.68399	8.710e-02
48.60063	-158.74309	8.748e-02
48.58603	-158.79594	8.774e-02
48.57223	-158.84615	8.798e-02
48.55716	-158.90085	8.818e-02
48.54162	-158.95737	8.849e-02
48.52542	-159.01859	8.886e-02
48.51328	-159.06352	8.907e-02
48.49807	-159.11922	8.919e-02
48.48316	-159.17404	8.909e-02
48.46776	-159.23070	8.928e-02
48.45316	-159.28470	8.950e-02
48.43732	-159.34319	8.981e-02
48.42252	-159.39813	9.012e-02
48.40850	-159.45041	9.029e-02
48.39061	-159.51909	9.040e-02
48.37816	-159.56601	9.057e-02
48.36448	-159.61746	9.075e-02
48.34883	-159.67613	9.091e-02
48.33421	-159.73123	9.115e-02
48.31364	-159.80798	9.136e-02
48.30381	-159.84602	9.148e-02
48.28905	-159.90211	9.178e-02
48.27454	-159.95732	9.197e-02
48.25933	-160.01527	9.213e-02
48.24500	-160.07253	9.218e-02
48.23182	-160.12331	9.245e-02
48.21449	-160.18947	9.265e-02
48.20138	-160.24030	9.308e-02
48.18706	-160.29567	9.316e-02
48.17131	-160.35649	9.300e-02
48.15656	-160.41373	9.323e-02
48.14209	-160.47008	9.342e-02
48.12838	-160.52374	9.361e-02
48.11324	-160.58289	9.380e-02
48.09766	-160.64386	9.393e-02
48.08429	-160.69670	9.403e-02
48.06949	-160.75500	9.445e-02
48.05496	-160.81244	9.476e-02
48.03437	-160.89555	9.473e-02
48.02590	-160.93030	9.481e-02
48.01028	-160.99236	9.521e-02
47.99683	-161.04626	9.563e-02
47.98106	-161.10930	9.592e-02
47.96745	-161.16417	9.615e-02
47.95315	-161.22179	9.634e-02
47.93864	-161.28035	9.657e-02
47.92394	-161.33986	9.682e-02
47.90551	-161.41402	9.687e-02
47.89346	-161.46353	9.677e-02
47.87888	-161.52313	9.687e-02
47.86571	-161.57727	9.734e-02
47.84932	-161.64424	9.759e-02
47.83529	-161.70209	9.767e-02
47.82198	-161.75722	9.786e-02
47.80663	-161.82062	9.808e-02
47.79338	-161.87581	9.830e-02
47.77833	-161.93835	9.851e-02
47.76196	-162.00644	9.876e-02
47.74767	-162.06630	9.892e-02
47.73479	-162.12067	9.914e-02
47.72125	-162.17783	9.948e-02
47.70433	-162.24879	9.968e-02
47.69223	-162.30049	9.993e-02
47.67698	-162.36510	1.002e-01
47.66267	-162.42604	1.004e-01
47.64864	-162.48610	1.007e-01
47.63126	-162.56001	1.010e-01
47.61954	-162.61092	1.011e-01
47.60649	-162.66737	1.012e-01
47.59125	-162.73308	1.013e-01
47.57738	-162.79327	1.015e-01
47.56266	-162.85721	1.018e-01
47.54955	-162.91469	1.020e-01
47.53424	-162.98146	1.023e-01
47.52030	-163.04269	1.023e-01
47.50661	-163.10303	1.026e-01
47.49252	-163.16527	1.029e-01
47.47868	-163.22659	1.032e-01
47.46358	-163.29352	1.033e-01
47.44982	-163.35490	1.034e-01
47.43394	-163.42560	1.037e-01
47.42008	-163.48503	1.042e-01
47.40643	-163.54651	1.044e-01
47.39260	-163.60895	1.049e-01
47.37968	-163.66769	1.050e-01
47.36528	-163.73297	1.054e-01
47.35157	-163.79549	1.055e-01
47.33768	-163.85898	1.058e-01
47.32383	-163.92250	1.058e-01
47.30919	-163.98680	1.057e-01
47.29501	-164.05225	1.060e-01
47.28023	-164.12051	1.063e-01
47.26759	-164.17949	1.064e-01
47.25289	-164.24782	1.066e-01
47.23928	-164.31151	1.068e-01
47.22529	-164.37415	1.072e-01
47.20927	-164.44913	1.074e-01
47.19681	-164.50822	1.077e-01
47.18399	-164.56924	1.079e-01
47.16666	-164.65089	1.081e-01
47.15659	-164.69977	1.086e-01
47.14182	-164.77023	1.089e-01
47.12770	-164.83496	1.093e-01
47.11465	-164.89798	1.095e-01
47.09677	-164.98357	1.097e-01
47.08685	-165.03258	1.100e-01
47.07432	-165.09381	1.102e-01
47.06004	-165.16354	1.103e-01
47.04617	-165.22844	1.103e-01
47.03075	-165.30388	1.104e-01
47.01739	-165.36995	1.107e-01
47.00546	-165.42943	1.112e-01
46.99218	-165.49554	1.114e-01
46.97654	-165.57004	1.115e-01
46.96413	-165.63245	1.119e-01
46.95235	-165.69205	1.121e-01
46.93806	-165.76396	1.122e-01
46.92559	-165.82739	1.125e-01
46.91136	-165.89638	1.127e-01
46.89740	-165.96744	1.132e-01
46.88427	-166.03474	1.137e-01
46.87214	-166.09735	1.140e-01
46.85851	-166.16756	1.142e-01
46.84474	-166.23874	1.144e-01
46.83211	-166.30130	1.146e-01
46.81805	-166.37444	1.150e-01
46.80539	-166.44098	1.153e-01
46.79199	-166.51135	1.157e-01
46.77977	-166.57607	1.158e-01
46.76703	-166.64365	1.159e-01
46.75259	-166.71681	1.159e-01
46.73993	-166.78445	1.162e-01
46.72733	-166.85213	1.164e-01
46.71384	-166.92459	1.166e-01
46.70114	-166.99327	1.167e-01
46.68878	-167.05710	1.168e-01
46.67600	-167.12679	1.170e-01
46.65978	-167.21463	1.173e-01
46.65036	-167.26723	1.174e-01
46.63571	-167.34752	1.176e-01
46.62438	-167.41066	1.178e-01
46.61191	-167.47656	1.185e-01
46.59446	-167.57620	1.189e-01
46.58675	-167.61731	1.190e-01
46.57433	-167.68726	1.192e-01
46.56126	-167.76106	1.195e-01
46.54911	-167.83011	1.198e-01
46.53595	-167.90494	1.202e-01
46.52354	-167.97595	1.202e-01
46.51161	-168.04114	1.202e-01
46.49930	-168.11221	1.206e-01
46.48669	-168.18526	1.210e-01
46.47465	-168.25543	1.211e-01
46.46146	-168.33238	1.213e-01
46.45038	-168.39781	1.216e-01
46.43814	-168.47002	1.218e-01
46.42561	-168.54417	1.222e-01
46.41279	-168.62027	1.224e-01
46.40088	-168.69160	1.224e-01
46.38905	-168.75900	1.228e-01
46.37673	-168.83327	1.232e-01
46.36312	-168.91528	1.237e-01
46.35108	-168.98868	1.239e-01
46.34041	-169.05437	1.241e-01
46.32945	-169.12202	1.244e-01
46.31557	-169.20706	1.248e-01
46.30488	-169.27380	1.251e-01
46.29422	-169.34058	1.251e-01
46.28166	-169.41898	1.251e-01
46.27078	-169.48772	1.253e-01
46.25592	-169.58069	1.257e-01
46.24739	-169.63596	1.260e-01
46.23601	-169.70866	1.262e-01
46.22372	-169.78722	1.264e-01
46.21292	-169.85709	1.267e-01
46.20043	-169.93764	1.269e-01
46.19005	-170.00562	1.270e-01
46.17785	-170.08527	1.273e-01
46.16662	-170.15912	1.276e-01
46.15435	-170.23582	1.279e-01
46.14371	-170.31081	1.282e-01
46.13293	-170.37881	1.284e-01
46.12085	-170.45959	1.288e-01
46.09898	-170.60765	1.291e-01
46.08737	-170.68657	1.295e-01
46.05351	-170.91966	1.299e-01
46.03244	-171.06706	1.303e-01
46.01105	-171.22249	1.309e-01
46.00151	-171.29092	1.311e-01
45.98941	-171.37697	1.314e-01
45.97967	-171.44742	1.314e-01
45.97013	-171.51691	1.318e-01
45.95892	-171.59814	1.321e-01
45.94707	-171.68433	1.321e-01
45.93754	-171.75485	1.321e-01
45.92808	-171.82544	1.324e-01
45.91599	-171.91464	1.330e-01
45.90676	-171.98428	1.333e-01
45.89426	-172.07747	1.336e-01
45.88665	-172.13638	1.337e-01
45.87628	-172.21992	1.339e-01
45.86698	-172.29163	1.342e-01
45.85653	-172.37218	1.343e-01
45.84598	-172.45377	1.341e-01
45.83670	-172.52654	1.342e-01
45.82682	-172.60423	1.347e-01
45.81632	-172.68687	1.353e-01
45.80655	-172.76463	1.355e-01
45.79760	-172.84151	1.356e-01
45.78627	-172.93211	1.358e-01
45.77759	-173.00307	1.361e-01
45.76857	-173.07698	1.364e-01
45.75717	-173.16966	1.367e-01
45.74852	-173.24167	1.369e-01
45.73891	-173.32159	1.370e-01
45.73023	-173.39462	1.375e-01
45.72088	-173.47362	1.379e-01
45.70948	-173.57440	1.380e-01
45.70172	-173.64160	1.382e-01
45.69254	-173.72067	1.385e-01
45.68414	-173.79382	1.388e-01
45.67374	-173.88382	1.389e-01
45.66486	-173.96198	1.389e-01
45.65729	-174.03528	1.390e-01
45.64757	-174.12140	1.390e-01
45.63839	-174.20357	1.392e-01
45.62987	-174.28084	1.394e-01
45.62128	-174.35912	1.395e-01
45.61241	-174.44038	1.397e-01
45.60368	-174.52672	1.399e-01
45.59562	-174.60210	1.401e-01
45.58659	-174.68640	1.402e-01
45.57752	-174.77174	1.407e-01
45.56897	-174.85316	1.409e-01
45.56059	-174.93359	1.408e-01
45.55281	-175.01511	1.409e-01
45.54171	-175.12140	1.414e-01
45.53560	-175.18304	1.420e-01
45.52812	-175.25761	1.422e-01
45.51984	-175.34015	1.423e-01
45.51194	-175.42575	1.421e-01
45.50042	-175.54018	1.422e-01
45.49519	-175.59593	1.423e-01
45.48738	-175.67659	1.421e-01
45.47953	-175.75824	1.420e-01
45.47062	-175.85089	1.421e-01
45.46402	-175.92165	1.425e-01
45.45629	-176.01041	1.426e-01
45.44860	-176.09315	1.427e-01
45.44119	-176.17395	1.428e-01
45.43185	-176.27470	1.429e-01
45.42564	-176.34456	1.432e-01
45.41811	-176.42841	1.436e-01
45.41133	-176.50529	1.435e-01
45.40355	-176.59317	1.435e-01
45.39584	-176.68108	1.439e-01
45.38926	-176.75803	1.444e-01
45.38205	-176.84901	1.447e-01
45.37548	-176.92699	1.447e-01
45.36833	-177.01198	1.448e-01
45.35999	-177.11101	1.451e-01
45.35289	-177.19705	1.452e-01
45.34676	-177.27310	1.453e-01
45.34008	-177.35619	1.450e-01
45.33295	-177.45233	1.448e-01
45.32735	-177.52446	1.449e-01
45.32085	-177.60759	1.453e-01
45.31366	-177.69977	1.453e-01
45.30756	-177.77995	1.452e-01
45.30085	-177.86816	1.453e-01
45.29406	-177.95840	1.452e-01
45.28766	-178.04466	1.452e-01
45.28150	-178.12892	1.453e-01
45.27572	-178.20920	1.453e-01
45.26725	-178.33264	1.458e-01
45.26334	-178.39087	1.461e-01
45.25691	-178.48224	1.466e-01
45.25195	-178.55556	1.467e-01
45.24544	-178.64998	1.469e-01
45.23999	-178.73135	1.470e-01
45.23437	-178.81577	1.473e-01
45.22853	-178.90421	1.473e-01
45.22255	-178.99570	1.475e-01
45.21707	-179.08116	1.473e-01
45.21119	-179.17369	1.469e-01
45.20586	-179.25919	1.467e-01
45.20087	-179.34068	1.469e-01
45.19554	-179.42824	1.470e-01
45.18820	-179.54701	1.470e-01
45.18497	-179.60539	1.471e-01
45.17986	-179.69301	1.470e-01
45.17482	-179.78061	1.470e-01
45.16980	-179.86926	1.471e-01
45.16390	-179.97302	1.470e-01
45.15997	179.95343	1.470e-01
